"id","sub_district_id","province_id","city_id","district_id","name"
"639","2017","11","2","16","Akhih Majile"
"640","2018","11","2","16","Ukhat Peseluk"
"641","2019","11","2","16","Tunas Mude"
"642","2020","11","2","16","Gaye Sendah"
"643","2021","11","2","16","Kute Hakhapen"
"644","2022","11","2","16","Kompas"
"645","2023","11","2","16","Sepakat"
"646","2001","11","3","1","Alue Luddin Sa"
"647","2002","11","3","1","Alue Luddin Dua"
"648","2003","11","3","1","Alue Dalam"
"649","2004","11","3","1","Dama Pulo Sa"
"650","2005","11","3","1","Dama Pulo Dua"
"651","2006","11","3","1","Buket Kulam"
"652","2007","11","3","1","Seuneubok Teungoh"
"653","2008","11","3","1","Jungka Gajah"
"654","2009","11","3","1","Seuneubok Simpang"
"655","2010","11","3","1","Matang Pineung"
"656","2011","11","3","1","Lhok Geulumpang"
"657","2012","11","3","1","Blang Buket"
"658","2013","11","3","1","Meunasah Keutapang"
"659","2014","11","3","1","Buket Rumia"
"660","2015","11","3","1","Alue Gadeng"
"661","2016","11","3","1","Kapai Baro"
"662","2017","11","3","1","Seuneubok  Tuha Sa"
"663","2018","11","3","1","Seuneubok  Tuha Dua"
"664","2019","11","3","1","Seuneubok  Buloh"
"665","2020","11","3","1","Gaseh Sayang"
"666","2021","11","3","1","Alue Lhok"
"667","2022","11","3","1","Trieng Gadeng"
"668","2023","11","3","1","Grong-Grong"
"669","2024","11","3","1","Matang Geuto"
"670","2025","11","3","1","Alue Merbo"
"671","2026","11","3","1","Buket Raya"
"672","2027","11","3","1","Gampong Keude"
"673","2028","11","3","1","Peukan Idi Cut"
"674","2029","11","3","1","Gampong Beunot"
"675","2030","11","3","1","Seuneubok  Baroh"
"676","2031","11","3","1","Teupin Drum"
"677","2032","11","3","1","Kuala Idi Cut"
"678","2034","11","3","1","Seuneubok  Aceh"
"679","2035","11","3","1","Gampong Baro"
"680","2036","11","3","1","Bagok Panah Sa"
"681","2037","11","3","1","Bagok Panah Dua"
"682","2038","11","3","1","Bagok Panah Lhee"
"683","2039","11","3","1","Bagok Panah Peut"
"684","2040","11","3","1","Buket Tualang"
"685","2041","11","3","1","Keumuneng Sa"
"686","2042","11","3","1","Keumuneng Dua"
"687","2043","11","3","1","Keumuneng Lhee"
"688","2044","11","3","1","Keumuneng Peut"
"689","2045","11","3","1","Keumuneng Limong"
"690","2046","11","3","1","Meunasah Blang"
"691","2001","11","3","2","Blang Keumahang"
"692","2002","11","3","2","Blang Jambee"
"693","2003","11","3","2","Keumuneng"
"694","2004","11","3","2","Ladang Baro"
"695","2005","11","3","2","Buket Panyang"
"696","2006","11","3","2","Seuneubok  Rambong"
"697","2007","11","3","2","Seuneubok  Baro"
"698","2008","11","3","2","Blang Mideun"
"699","2009","11","3","2","Paya Bakong"
"700","2010","11","3","2","Teupin Raya"
"701","2011","11","3","2","Lhok Rambong"
"702","2012","11","3","2","Julok Tunong"
"703","2013","11","3","2","Ulee Ateung"
"704","2014","11","3","2","Ulee Blang"
"705","2015","11","3","2","Labuhan"
"706","2016","11","3","2","Naleung"
"707","2017","11","3","2","Mane Rampak"
"708","2018","11","3","2","Matang"
"709","2019","11","3","2","Blang Uyok"
"710","2020","11","3","2","Blang Pauh Sa"
"711","2021","11","3","2","Blang Pauh Dua"
"712","2022","11","3","2","Ulee Tanoh"
"713","2023","11","3","2","Keude Kuta Binjei"
"714","2024","11","3","2","Bukit Seroja"
"715","2025","11","3","2","Kuala Geulumpang"
"716","2026","11","3","2","Gampong Baro"
"717","2027","11","3","2","Tumpok Teungoh"
"718","2028","11","3","2","Seumatang"
"719","2029","11","3","2","Ujong Tunong"
"720","2030","11","3","2","Bukit Dindeng"
"721","2031","11","3","2","Paya Pasi"
"722","2032","11","3","2","Alue Cek Doi"
"723","2033","11","3","2","Blang Gleum"
"724","2034","11","3","2","Tanjong Tok Blang"
"725","2035","11","3","2","Buket Makmu"
"726","2036","11","3","2","Lhok Seuntang"
"727","2037","11","3","2","Simpang Lhee"
"728","2001","11","3","3","Gampong Jawa"
"729","2002","11","3","3","Keude Blang"
"730","2003","11","3","3","Tanoh Anoe"
"731","2004","11","3","3","Kuala Peudawa Puntong"
"732","2005","11","3","3","Gampong Aceh"
"733","2006","11","3","3","Kuta Blang"
"734","2007","11","3","3","Gampong Tanjong"
"735","2008","11","3","3","Blang Geulumpang"
"736","2009","11","3","3","Meunasah  Pu'uk"
"737","2010","11","3","3","Bantayan Timu"
"738","2011","11","3","3","Keutapang  Mameh"
"739","2012","11","3","3","Seuneubok  Rambong"
"740","2013","11","3","3","Kuala Idi"
"741","2014","11","3","3","Keude Aceh"
"742","2023","11","3","3","Seuneubok Bacee"
"743","2029","11","3","3","Titi Baro"
"744","2047","11","3","3","Tanjong Kapai"
"745","2048","11","3","3","Alue Dua Muka O"
"746","2049","11","3","3","Alue Dua Muka S"
"747","2050","11","3","3","Ulee Blang"
"748","2051","11","3","3","Buket Jok"
"749","2052","11","3","3","Buket Meulinteung"
"750","2053","11","3","3","Gampong Jalan"
"751","2054","11","3","3","Teupin Batee"
"752","2055","11","3","3","Buket Langa"
"753","2056","11","3","3","Buket Pala"
"754","2057","11","3","3","Buket Juara"
"755","2058","11","3","3","Seuneubok Tutong"
"756","2059","11","3","3","Seuneubok Tuha"
"757","2060","11","3","3","Sampoimah"
"758","2061","11","3","3","Dama pulo"
"759","2062","11","3","3","Gureb Blang"
"760","2064","11","3","3","Gampong Baro"
"761","2065","11","3","3","Seuneubok Teungoh P.Puntong"
"762","2067","11","3","3","Kuta Lawah"
"763","2001","11","3","4","Jambo Labu"
"764","2002","11","3","4","Alue Canang"
"765","2003","11","3","4","Alue Drien"
"766","2004","11","3","4","Buket Tiga"
"767","2005","11","3","4","Benteng"
"768","2006","11","3","4","Afeling II Bukit"
"769","2007","11","3","4","Keumuneng  Hulu"
"770","2008","11","3","4","Peutow"
"771","2009","11","3","4","Alue Buloh"
"772","2010","11","3","4","Alue Teh"
"773","2011","11","3","4","Paya Rambong"
"774","2012","11","3","4","Alue Gadeng SA"
"775","2013","11","3","4","Paya Tampah"
"776","2014","11","3","4","Paya Bili Dua"
"777","2015","11","3","4","Paya Bili Sa"
"778","2016","11","3","4","Paya Peulawi"
"779","2017","11","3","4","Keude Birem"
"780","2018","11","3","4","Bayeun"
"781","2019","11","3","4","Aramiyah"
"782","2020","11","3","4","Blang Tualang"
"783","2021","11","3","4","Buket Seuleumak"
"784","2022","11","3","4","Birem Rayeuk"
"785","2023","11","3","4","Alue Gadeng"
"786","2024","11","3","4","Alue Gadeng Dua"
"787","2025","11","3","4","Alue Sentang"
"788","2026","11","3","4","Merbou Dua"
"789","2027","11","3","4","Alue Nyamoek"
"790","2001","11","3","5","Lokop"
"791","2002","11","3","5","Terujak"
"792","2003","11","3","5","Tualang"
"793","2004","11","3","5","Leles"
"794","2005","11","3","5","Ujung Karang"
"795","2006","11","3","5","Nalon"
"796","2007","11","3","5","Jering"
"797","2008","11","3","5","Loot"
"798","2009","11","3","5","Seku Alan"
"799","2010","11","3","5","Sunti"
"800","2011","11","3","5","Umah Taring"
"801","2012","11","3","5","Bunin"
"802","2013","11","3","5","Sembuang"
"803","2014","11","3","5","Seuleumak"
"804","2015","11","3","5","Mesir"
"805","2016","11","3","5","Rampah"
"806","2022","11","3","5","Arul Durin"
"807","2001","11","3","6","Keude Bagok Sa"
"808","2002","11","3","6","Keude Bagok Dua"
"809","2003","11","3","6","Asan Tanjong"
"810","2004","11","3","6","Bantayan"
"811","2005","11","3","6","Matang Seuleumak"
"812","2006","11","3","6","Teupin Pukat"
"813","2007","11","3","6","Matang Neuheun"
"814","2008","11","3","6","Kuala Bagok"
"815","2009","11","3","6","Meunasah  Teungoh"
"816","2010","11","3","6","Medang Ara"
"817","2011","11","3","6","Peulawi"
"818","2012","11","3","6","Baroh Bugeng"
"819","2013","11","3","6","Seumatang  Aron"
"820","2014","11","3","6","Blang Panjou"
"821","2025","11","3","6","Pulo U"
"822","2026","11","3","6","Cot Asan"
"823","2027","11","3","6","Paya Enjee"
"824","2028","11","3","6","Seuleumak Muda"
"825","2029","11","3","6","Matang Panyang"
"826","2030","11","3","6","Meunasah Hagu"
"827","2031","11","3","6","Matang Kunyet"
"828","2032","11","3","6","Buket Panjou"
"829","2033","11","3","6","Buket Meurak"
"830","2034","11","3","6","Buket Panyang"
"831","2035","11","3","6","Seuneubok Dalam"
"832","2036","11","3","6","Gampong Mesjid"
"833","2037","11","3","6","Alue Siwah Serdang"
"834","2038","11","3","6","Gampong Lhee"
"835","2039","11","3","6","Beurandang"
"836","2040","11","3","6","Gampong Jalan"
"837","2041","11","3","6","Seuneubok Rambong"
"838","2001","11","3","7","Pasir Putih"
"839","2002","11","3","7","Tualang"
"840","2003","11","3","7","Keude Peureulak"
"841","2004","11","3","7","Leuge"
"842","2005","11","3","7","Uteun Dama"
"843","2006","11","3","7","Punti"
"844","2007","11","3","7","Alue Dua Paya Gajah"
"845","2008","11","3","7","Blang Bitra"
"846","2009","11","3","7","Kuala Bugak"
"847","2010","11","3","7","Paya Lipah"
"848","2011","11","3","7","Seumatang  Muda Itam"
"849","2012","11","3","7","Lhok Dalam"
"850","2013","11","3","7","Beusa Meuranoe"
"851","2014","11","3","7","Bangka Rimung"
"852","2015","11","3","7","Tanoh Rata"
"853","2016","11","3","7","Bandrong"
"854","2017","11","3","7","Blang Balok"
"855","2018","11","3","7","Cot Muda Itam"
"856","2019","11","3","7","Keumuneng"
"857","2020","11","3","7","Kuala Leuge"
"858","2021","11","3","7","Balee Buya"
"859","2022","11","3","7","Alue Nibong"
"860","2023","11","3","7","Seuneubok Peusangan"
"861","2024","11","3","7","Seuneubok Aceh"
"862","2025","11","3","7","Seuneubok Pidie"
"863","2026","11","3","7","Dama Tutong"
"864","2027","11","3","7","Matang Gleum"
"865","2028","11","3","7","Lubok Pempeng"
"866","2029","11","3","7","Buket Pala"
"867","2030","11","3","7","Paya Kalui"
"868","2031","11","3","7","Cek Mbon"
"869","2032","11","3","7","Paya Meuligou"
"870","2033","11","3","7","Blang Simpo"
"871","2034","11","3","7","Blang Batee"
"872","2035","11","3","7","Matang Peulawi"
"873","2036","11","3","7","Cot Geulumpang"
"874","2037","11","3","7","Alue Rambong"
"875","2038","11","3","7","Cot Keh"
"876","2001","11","3","8","Bayeun"
"877","2002","11","3","8","Rantau Panjang"
"878","2003","11","3","8","Alue Raya"
"879","2004","11","3","8","Alue Kumba"
"880","2005","11","3","8","Seuneubok  Dalam"
"881","2006","11","3","8","Alue Seuleumak"
"882","2007","11","3","8","Sarah Kayee"
"883","2008","11","3","8","Damar Siput"
"884","2009","11","3","8","Simpang Peut"
"885","2010","11","3","8","Simpang Aneuh"
"886","2011","11","3","8","Alue Punti"
"887","2012","11","3","8","Alue Kaul"
"888","2013","11","3","8","Sarah Teube"
"889","2014","11","3","8","Alue Tuwi"
"890","2001","11","3","9","Peulalu"
"891","2002","11","3","9","Nicah Awe"
"892","2003","11","3","9","Alue Buloh Sa"
"893","2004","11","3","9","Alue Buloh Dua"
"894","2005","11","3","9","Teupin Breuh"
"895","2006","11","3","9","Matang Rayeuk"
"896","2007","11","3","9","Matang Kumbang"
"897","2008","11","3","9","Blang Nie"
"898","2010","11","3","9","Bantayan"
"899","2011","11","3","9","Matang Weng"
"900","2012","11","3","9","Alue Mulieng"
"901","2013","11","3","9","Pucok Alue Dua"
"902","2014","11","3","9","Gampong Blang"
"903","2015","11","3","9","Keude Tuha"
"904","2016","11","3","9","Kuala Simpang Ulim"
"905","2017","11","3","9","Lampoh Rayeuk"
"906","2018","11","3","9","Teupin Mamplam"
"907","2019","11","3","9","Titi Baroh"
"908","2020","11","3","9","Pucok Alue Sa"
"909","2021","11","3","9","Pucok Alue Barat"
"910","2022","11","3","9","Arakundo"
"911","2023","11","3","9","Gampong Baro"
"912","2024","11","3","9","Matang Seupeng"
"913","2001","11","3","10","Paya Unou"
"914","2002","11","3","10","Seuneubok  Johan"
"915","2003","11","3","10","Seuneubok  Baro"
"916","2004","11","3","10","Pulo Blang"
"917","2005","11","3","10","Blang Barom"
"918","2006","11","3","10","Seuneubok Dalam"
"919","2007","11","3","10","Seuleumak Muda"
"920","2008","11","3","10","Bhom Lama"
"921","2009","11","3","10","Pasi Puteh"
"922","2010","11","3","10","Alue Dua"
"923","2011","11","3","10","Buket Pala"
"924","2012","11","3","10","Mata Ie"
"925","2013","11","3","10","Alue Udep"
"926","2014","11","3","10","Seumali"
"927","2015","11","3","10","Punti Payong"
"928","2016","11","3","10","Paya Palas"
"929","2017","11","3","10","Tampak"
"930","2018","11","3","10","Kliet"
"931","2019","11","3","10","Alue Geunteng"
"932","2020","11","3","10","Pertamina"
"933","2021","11","3","10","Alue Batee"
"934","2022","11","3","10","Beurandang"
"935","2024","11","3","10","Seumanah  Jaya"
"936","2001","11","3","11","Blang Seunong"
"937","2002","11","3","11","Suka Damai"
"938","2003","11","3","11","Pante Labu"
"939","2004","11","3","11","Pante Rambong"
"940","2005","11","3","11","Alue Ie Mirah"
"941","2006","11","3","11","Seuneubok  Tuha"
"942","2007","11","3","11","Seuneubok  Saboh"
"943","2008","11","3","11","Buket Kareung"
"944","2009","11","3","11","Buket Bata"
"945","2010","11","3","11","Meunasah  Tunong"
"946","2011","11","3","11","Meunasah  Teungoh"
"947","2012","11","3","11","Keude Baro"
"948","2013","11","3","11","Matang Perlak"
"949","2014","11","3","11","Grong-grong"
"950","2015","11","3","11","Matang Kruet"
"951","2016","11","3","11","Meunasah Leubok"
"952","2017","11","3","11","Pante Panah"
"953","2018","11","3","11","Paya Demam Sa"
"954","2019","11","3","11","Paya Demam Dua"
"955","2020","11","3","11","Paya Demam Lhee"
"956","2021","11","3","11","Matang Pudeng"
"957","2022","11","3","11","Putoh Sa"
"958","2023","11","3","11","Putoh Dua"
"959","2024","11","3","11","Sah Raja"
"960","2025","11","3","11","Sijudo"
"961","2001","11","3","12","Madat"
"962","2002","11","3","12","Matang Keupula Sa"
"963","2003","11","3","12","Matang Keupula Dua"
"964","2004","11","3","12","Matang Keupula Lhee"
"965","2005","11","3","12","Ulee Ateung"
"966","2006","11","3","12","Blang Ubit"
"967","2007","11","3","12","Matang Guru"
"968","2008","11","3","12","Pantee Bayam"
"969","2009","11","3","12","Meunasah  Asan"
"970","2010","11","3","12","Meunasah  Tingkeum"
"971","2011","11","3","12","Lueng Dua"
"972","2012","11","3","12","Lueng Peut"
"973","2013","11","3","12","Paya Demam Peut"
"974","2014","11","3","12","Abeuk Geulanteu"
"975","2015","11","3","12","Rambong Lop"
"976","2016","11","3","12","Tanjong Ara"
"977","2017","11","3","12","Matang Jrok"
"978","2018","11","3","12","Paya Naden"
"979","2019","11","3","12","Tanjong Minjei"
"980","2020","11","3","12","Pante Merbo"
"981","2021","11","3","12","Blang Awe"
"982","2022","11","3","12","Bintah"
"983","2023","11","3","12","Seuneubok Pidie"
"984","2024","11","3","12","Blang Andam"
"985","2025","11","3","12","Matang Nibong"
"986","2026","11","3","12","Lueng Sa"
"987","2001","11","3","13","Seuneubok Bayu"
"988","2002","11","3","13","Alue Ie Itam"
"989","2003","11","3","13","Blang Nisan"
"990","2004","11","3","13","Bandar Baro"
"991","2005","11","3","13","Alue Patong"
"992","2006","11","3","13","Alue Ie Mirah"
"993","2007","11","3","13","Suka Makmur"
"994","2008","11","3","13","Jambo Balee"
"995","2009","11","3","13","Jambo Lubok"
"996","2010","11","3","13","Seuneubok  Cina"
"997","2011","11","3","13","Pelita Sagop Jaya"
"998","2012","11","3","13","Perkebunan  Julok Rayeuk Selatan"
"999","2013","11","3","13","Perkebunan  Julok Rayeuk Utara"
"1000","2001","11","3","14","Seuneubok  Buloh"
"1001","2002","11","3","14","Seuneubok  Baro"
"1002","2003","11","3","14","Seuneubok  Meureudu"
"1003","2004","11","3","14","Seuneubok  Teupin Panah"
"1004","2005","11","3","14","Teupin Panah"
"1005","2006","11","3","14","Gampong Keumuneng"
"1006","2007","11","3","14","Keude Keumuneng"
"1007","2008","11","3","14","Keumuneng  Lhok"
"1008","2009","11","3","14","Paya Awee"
"1009","2010","11","3","14","Paya Gaboh"
"1010","2011","11","3","14","Padang Kasah"
"1011","2012","11","3","14","Buket Teukuh"
"1012","2013","11","3","14","Buket Pu'uk"
"1013","2014","11","3","14","Blang Minjei"
"1014","2015","11","3","14","Alue Kumbang A"
"1015","2016","11","3","14","Alue Kumbang M"
"1016","2017","11","3","14","Alue Lhok"
"1017","2018","11","3","14","Seuneubok Buya"
"1018","2019","11","3","14","Seuneubok Drien"
"1019","2020","11","3","14","Bantayan Barat"
"1020","2021","11","3","14","Blang Guci"
"1021","2022","11","3","14","Buket Rumiya"
"1022","2023","11","3","14","Seuneubok  Punti"
"1023","2024","11","3","14","Seuneubok  Jalan"
"1024","2025","11","3","14","Seuneubok  Dalam"
"1025","2001","11","3","15","Jalan Dua"
"1026","2002","11","3","15","Jambo Reuhat"
"1027","2003","11","3","15","Seuneubok  Benteng"
"1028","2004","11","3","15","Seuneubok  Pango"
"1029","2005","11","3","15","Seuneubok  Simpang"
"1030","2006","11","3","15","Seuneubok  Kandang"
"1031","2007","11","3","15","Ulee Jalan"
"1032","2008","11","3","15","Uram Jalan"
"1033","2009","11","3","15","Seuneubok  Bayu"
"1034","2010","11","3","15","Blang Rambong"
"1035","2011","11","3","15","Buket Drien"
"1036","2012","11","3","15","Panton Rayeuk A"
"1037","2013","11","3","15","Panton Rayeuk B"
"1038","2014","11","3","15","Panton Rayeuk M"
"1039","2015","11","3","15","Panton Rayeuk T"
"1040","2016","11","3","15","Paya Laman"
"1041","2001","11","3","16","Gampong Keude"
"1042","2002","11","3","16","Meunasah Krueng"
"1043","2003","11","3","16","Kuta Baro"
"1044","2004","11","3","16","Alue Batee"
"1045","2005","11","3","16","Matang Rayeuk"
"1046","2006","11","3","16","Paya Bili Dua"
"1047","2007","11","3","16","Alue Ie Itam"
"1048","2008","11","3","16","Asan Rampak"
"1049","2009","11","3","16","Gampong Kuala"
"1050","2010","11","3","16","Paya Dua"
"1051","2011","11","3","16","Seuneubok Teungoh"
"1052","2012","11","3","16","Buket Kuta"
"1053","2013","11","3","16","Sama Dua"
"1054","2014","11","3","16","Blang Kuta"
"1055","2015","11","3","16","Blang Buket"
"1056","2016","11","3","16","Seuneubok  Peunteut"
"1057","2017","11","3","16","Paya Bili Sa"
"1058","2001","11","3","17","Babah Krueng"
"1059","2002","11","3","17","Kruet Lintang"
"1060","2003","11","3","17","Jengki"
"1061","2004","11","3","17","Buket Meriam"
"1062","2005","11","3","17","Alue Gureb"
"1063","2006","11","3","17","Seuneubok  Teupin"
"1064","2007","11","3","17","Seuneubok  Teungoh"
"1065","2008","11","3","17","Alue Bugeng"
"1066","2009","11","3","17","Seuneubok  Punti"
"1067","2010","11","3","17","Seumatang  Keude"
"1068","2011","11","3","17","Seuneubok  Jalan"
"1069","2012","11","3","17","Seuneubok  Paya"
"1070","2013","11","3","17","Alue Tho"
"1071","2014","11","3","17","Seuneubok  Rawang"
"1072","2015","11","3","17","Alue Bu Alue Nireh"
"1073","2016","11","3","17","Seuneubok  Dalam"
"1074","2017","11","3","17","Seuneubok Lapang"
"1075","2018","11","3","17","Gelanggang Meurak"
"1076","2019","11","3","17","Alue Bu Alue Lhok"
"1077","2020","11","3","17","Tualang Pateng"
"1078","2001","11","3","18","Beusa Seberang"
"1079","2002","11","3","18","Mon Geudong"
"1080","2003","11","3","18","Paya Seungat"
"1081","2004","11","3","18","Teumpeun"
"1082","2005","11","3","18","Alue Bu Tuha"
"1083","2006","11","3","18","Alue Bu Jalan"
"1084","2007","11","3","18","Tanjong Tualang"
"1085","2008","11","3","18","Beringen"
